timestamp,uplink_prb_usage,uplink_throughput
1777923353,29,80.31952538086605
1777923354,29,71.40240529287216
1777923355,30,74.5813436299927
1777923356,30,73.71526718046388
1777923357,31,71.83113111435715
1777923358,31,79.22733554622766
1777923359,32,76.16648938759495
1777923360,32,73.45551859551341
1777923361,32,69.72934750289787
1777923362,32,71.57882243826396
1777923363,32,68.21378947979056
1777923364,32,75.65500596786826
1777923365,31,69.41500483472022
1777923366,31,73.60497769366656
1777923367,31,80.96545834124666
1777923368,32,80.99684807814712
1777923369,31,74.65475397653822
1777923370,31,74.40811873235582
1777923371,30,82.45943547239453
1777923372,29,75.5434025416142
1777923373,30,72.52487093055565
1777923374,30,67.58291847295797
1777923375,29,74.97242948174134
1777923376,28,76.13195697662289
1777923377,29,70.35756813968861
1777923378,28,73.71041239812115
1777923379,28,70.76392017288238
1777923380,28,71.57185420360449
1777923381,27,60.404800740969506
1777923382,28,71.4019836832774
1777923383,28,76.76216186083624
1777923384,27,68.75868849995048
1777923385,27,71.83636865696892
1777923386,27,68.19822181988636
1777923387,27,73.22198754331747
1777923388,26,69.82564561108721
1777923389,26,66.57341306693097
1777923390,26,76.79648160449307
1777923391,26,74.98019406089496
1777923392,25,67.27791956232322
1777923393,25,72.24004739237999
1777923394,25,72.41835401269171
1777923395,24,72.0903555575503
1777923396,25,62.37584846802215
1777923397,25,74.52972943464682
1777923398,24,66.63635466683421
1777923399,24,67.5897742995143
1777923400,25,81.8704678851709
1777923401,26,72.15843021324454
1777923402,25,68.26154886048771
1777923403,24,59.27617532259843
1777923404,25,76.2539386027586
1777923405,24,63.146556481361294
1777923406,24,64.68452493425224
1777923407,24,67.70891465410469
1777923408,24,75.57385306265132
1777923409,23,71.87957993999592
1777923410,22,66.88973120571882
1777923411,21,68.18731428637469
1777923412,21,64.09826438208002
1777923413,20,66.62844160304408
1777923414,20,66.33001535150161
1777923415,20,70.35946453056609
1777923416,19,69.55230155097527
1777923417,19,67.4228982199254
1777923418,20,64.36943599104254
1777923419,19,68.53820032475558
1777923420,19,64.7861419020863
1777923421,19,60.3313853407909
1777923422,18,62.58520493640078
1777923423,18,64.78037142702946
1777923424,18,68.49597102649136
1777923425,18,63.574123225292816
1777923426,18,58.958605799421775
1777923427,17,63.85533757483569
1777923428,17,64.11055218025449
1777923429,17,64.43626933006239
1777923430,18,68.53942182179495
1777923431,17,68.18515458040454
1777923432,18,61.72605107428251
1777923433,17,60.82735443877976
1777923434,17,58.91910580070037
1777923435,17,66.74467051626215
1777923436,17,70.11969048751972
1777923437,16,61.38213132440984
1777923438,16,61.71356245873753
1777923439,15,68.6005215060454
1777923440,15,64.27501033946753
1777923441,15,63.96306067160475
1777923442,15,56.64087572311823
1777923443,15,65.05427631175739
1777923444,15,57.818886467706086
1777923445,15,56.89690916329269
1777923446,15,60.4395279045498
1777923447,15,59.36393274448089
1777923448,15,61.002801375267325
1777923449,14,54.71558264463787
1777923450,15,66.31467337910453
1777923451,15,67.07458832532393
1777923452,15,53.23695886636634
1777923453,15,66.40306012549948
1777923454,15,58.35262116580268
1777923455,15,65.85638991642254
1777923456,15,61.69199078300113
1777923457,15,62.129490038364494
1777923458,14,60.36706057760452
1777923459,15,67.45458141905068
1777923460,15,56.42185394363737
1777923461,15,64.73528152430754
1777923462,16,67.75598574200298
1777923463,16,66.02353036243184
1777923464,16,73.26114511445537
1777923465,16,60.41973956773885
1777923466,16,67.10787170167089
1777923467,15,61.52259214096361
1777923468,15,67.55032734358701
1777923469,16,62.76539951925383
1777923470,15,60.254558981618885
1777923471,16,68.67732491742233
1777923472,15,59.787971274414815
1777923473,15,55.6427340849475
1777923474,15,59.67418902571777
1777923475,15,64.7856482596484
1777923476,16,69.06417438214191
1777923477,16,63.3000821888343
1777923478,16,68.7318868025531
1777923479,15,55.88821285335083
1777923480,15,60.005314408319435
1777923481,15,60.70141197280655
1777923482,15,61.484482576373665
1777923483,15,62.378424747125884
1777923484,14,64.30909930826488
1777923485,14,59.1983692282328
1777923486,14,61.825629091289066
1777923487,14,60.99694699354177
1777923488,13,56.233495432489825
1777923489,13,59.88849989913354
1777923490,14,60.55353211546297
1777923491,13,59.65713745748629
1777923492,13,60.54291755461653
1777923493,13,60.74053093276024
1777923494,12,57.65467169401702
1777923495,11,64.52721630287068
1777923496,11,53.53733716858642
1777923497,11,55.555634511885465
1777923498,11,71.309836309006
1777923499,12,54.92903890254847
1777923500,12,53.508103963806086
1777923501,12,62.905145352505485
1777923502,12,50.25296065801757
1777923503,11,57.74126740512402
1777923504,11,68.4562121628442
1777923505,11,51.8477883503097
1777923506,11,49.88115981417579
1777923507,11,52.053684591190354
1777923508,11,62.84261805756143
1777923509,12,64.66149523993616
1777923510,11,56.49335041359671
1777923511,12,62.67445581800481
1777923512,12,65.85614897380395
1777923513,12,67.64305886493422
1777923514,12,58.491491234690685
1777923515,12,49.24337727048506
1777923516,12,55.90604484915641
1777923517,11,56.87938112279134
1777923518,11,57.63477541539724
1777923519,12,58.754632695460764
1777923520,12,64.63502569068801
1777923521,13,66.13492792009411
1777923522,14,60.42746855733848
1777923523,14,66.14318194223318
1777923524,14,62.8094761498399
1777923525,14,61.49027687788158
1777923526,15,66.07944870699484
1777923527,15,62.32513421707062
1777923528,14,70.46015029693993
1777923529,14,54.727149749424484
1777923530,13,58.08173095408592
1777923531,13,59.83066496370722
1777923532,12,61.57753710706096
1777923533,13,66.1058221919639
1777923534,13,60.29020644743729
1777923535,14,54.79996657722207
1777923536,14,64.99131253404752
1777923537,14,64.59731444763884
1777923538,14,52.461636032792676
1777923539,14,61.182881398481406
1777923540,13,53.244361761938656
1777923541,14,58.20907006124072
1777923542,15,57.937359828667404
1777923543,15,65.64169114208893
1777923544,14,61.72573578377483
1777923545,15,56.21484049659787
1777923546,15,65.96029683330804
1777923547,15,55.547873792322136
1777923548,14,62.68551205711925
1777923549,14,57.536951988188
1777923550,14,59.554453128612664
1777923551,14,63.46921836617273
1777923552,14,63.546522295767886
1777923553,15,68.01636083100182
1777923554,14,60.829858351478464
1777923555,14,62.579028883335035
1777923556,14,59.23018204918054
1777923557,15,62.81895447180259
1777923558,15,63.977687216038305
1777923559,15,61.55760568645531
1777923560,14,53.08312282158377
1777923561,15,63.49161903348903
1777923562,15,63.64052664809956
1777923563,15,58.93921935643422
1777923564,15,56.220258337673684
1777923565,16,69.44145617726784
1777923566,16,65.0115047990248
1777923567,16,61.7691353608523
1777923568,18,59.283352025836315
1777923569,19,61.501833272103944
1777923570,18,70.26165678553805
1777923571,19,65.81947873390621
1777923572,20,63.52235819849682
1777923573,20,68.29360154051095
1777923574,20,62.33520815649155
1777923575,20,72.7537936362617
1777923576,21,72.88760240703526
1777923577,20,63.90041667958751
1777923578,20,63.17098388836113
1777923579,19,53.41840060588474
1777923580,19,58.53288652801885
1777923581,19,59.1723860126901
1777923582,20,66.60835653444323
1777923583,20,64.53194833001388
1777923584,21,60.74599030663141
1777923585,21,65.5347618089095
1777923586,20,68.27401716441307
1777923587,20,68.37527707462014
1777923588,21,58.25148373613503
1777923589,21,66.22281433782275
1777923590,20,59.77496650362775
1777923591,20,70.05777913713123
1777923592,19,68.72865887359075
1777923593,20,61.958877481539936
1777923594,20,62.5527965891982
1777923595,20,63.92429827275762
1777923596,20,55.86242972370897
1777923597,19,66.71185678048259
1777923598,19,63.972199541469415
1777923599,20,70.36578787155537
1777923600,20,61.05715851916851
1777923601,20,63.21394673287531
1777923602,20,59.22063633882398
1777923603,20,61.48069246427586
1777923604,20,60.68108101769302
1777923605,20,70.48188155480901
1777923606,19,62.05782168061874
1777923607,19,65.75879058135077
1777923608,20,64.28656468262189
1777923609,20,60.287406302942344
1777923610,20,65.2426480957276
1777923611,20,68.69596499338617
1777923612,21,61.365082733554914
1777923613,21,70.4410075582912
1777923614,21,62.97625585335037
1777923615,22,65.42657233267221
1777923616,22,69.9880740535452
1777923617,21,63.8145372925123
1777923618,21,66.9690868670114
1777923619,20,64.58389127045358
1777923620,20,66.58215603016718
1777923621,21,56.08667402514426
1777923622,22,59.366431831563624
1777923623,22,70.37185152721077
1777923624,22,72.26731632542072
1777923625,23,64.30280983410816
1777923626,24,68.10187241522989
1777923627,25,71.32623663806035
1777923628,25,73.11947920746417
1777923629,25,60.87545227748118
1777923630,24,65.21281888859731
1777923631,25,68.50339279067556
1777923632,24,72.36413088756223
1777923633,24,80.44293717674672
1777923634,24,68.17397422935628
1777923635,23,62.068601420532055
1777923636,24,71.01020634740584
1777923637,25,75.9444810529332
1777923638,25,70.48606354440776
1777923639,26,66.72008154680567
1777923640,26,75.11097273666009
1777923641,26,73.78595528324296
1777923642,27,66.98263620111969
1777923643,28,74.11641527890454
1777923644,27,76.08769505446492
1777923645,27,76.91850519151501
1777923646,27,71.30097961110744
1777923647,27,69.98864249219307
1777923648,27,77.12273219936567
1777923649,28,66.95427773658602
1777923650,28,74.37360680914453
1777923651,28,66.23488017686007
1777923652,28,77.19419322516822
1777923653,28,71.23879517974977
1777923654,28,78.10862456041362
1777923655,28,74.61135740359988
1777923656,28,66.89550896472132
1777923657,28,78.8108247943476
1777923658,28,79.38060369892479
1777923659,28,76.37028921669648
1777923660,28,68.97285460733701
1777923661,28,71.02293720539167
1777923662,28,73.05442247832592
1777923663,28,69.23330320300856
1777923664,29,80.81555957608442
1777923665,29,73.84946912276718
1777923666,29,61.03493378801689
1777923667,29,74.727101157403
1777923668,29,71.6332917143221
1777923669,29,72.86283049746699
1777923670,29,71.54121285396435
1777923671,30,77.6317088747301
1777923672,29,78.23859500349022
1777923673,29,74.47373923016394
1777923674,28,70.87309965787829
1777923675,28,72.21398257835874
1777923676,28,72.48819827459933
1777923677,28,68.78906482060825
1777923678,29,75.80517891857056
1777923679,28,74.4701904573721
1777923680,28,79.33198557899503
1777923681,28,78.04907401129815
1777923682,28,69.31446287084442
1777923683,28,76.09134268529034
1777923684,28,68.12070977607489
1777923685,27,74.73169445423382
1777923686,28,70.07523610557952
1777923687,28,67.79536049480987
1777923688,29,74.46020404213833
1777923689,28,60.36444792330637
1777923690,29,65.32060991517648
1777923691,30,73.20128652301572
1777923692,28,72.7709879498568
1777923693,28,70.73806553428815
1777923694,29,66.09253665577081
1777923695,29,69.51948671037673
1777923696,29,74.96044197256828
1777923697,29,75.81801796782763
1777923698,29,73.12699597081827
1777923699,29,78.40575201466645
1777923700,30,75.78828660556655
1777923701,30,70.63644955718804
1777923702,31,73.53774075964772
1777923703,30,67.68710229256466
1777923704,30,73.51337454323863
1777923705,30,79.00445278649602
1777923706,31,77.88380538119935
1777923707,31,81.10904196663604
1777923708,31,73.43701640290453
1777923709,32,81.65744907531415
1777923710,33,75.53013098098414
1777923711,33,83.02213287156452
1777923712,33,76.30164463651045
1777923713,33,79.58254118211926
1777923714,32,82.23800563939434
1777923715,32,74.72957567138457
1777923716,31,75.78275044394879
1777923717,31,80.59988541342835
1777923718,31,74.20148576231472
1777923719,32,69.65598472872227
1777923720,32,85.24353174563208
1777923721,32,73.48605991048288
1777923722,33,77.11440222921895
1777923723,32,80.80203001253007
1777923724,32,72.86177743320958
1777923725,33,71.86459439050041
1777923726,32,76.74181783548674
1777923727,33,68.33115620939425
1777923728,33,75.10442265409436
1777923729,33,77.50267398941934
1777923730,33,75.18521646428677
1777923731,35,71.05447075566414
1777923732,35,85.17380080291805
1777923733,35,78.46592169277129
1777923734,35,84.44018452992783
1777923735,34,76.029836874188
1777923736,35,74.03994608239157
1777923737,35,79.21131414114822
1777923738,35,77.02895793152301
1777923739,35,72.70007343903889
1777923740,35,84.61402916454372
1777923741,35,75.19978399697702
1777923742,36,70.51880126841994
1777923743,36,84.776747242808
1777923744,35,75.7306589288432
1777923745,35,75.26479248322968
1777923746,35,70.05575585836512
1777923747,35,85.83423668968646
1777923748,36,72.9973373575564
1777923749,35,78.26302266317542
1777923750,36,82.90679145143199
1777923751,36,80.69772619851393
1777923752,37,79.33155559603513
1777923753,38,72.74250363770663
1777923754,37,75.95623823904722
1777923755,37,80.44510152119135
1777923756,36,75.25771668505851
1777923757,37,80.51511756999444
1777923758,37,82.66784533966813
1777923759,37,83.93126298610045
1777923760,37,74.08219288984291
1777923761,37,89.48490724740529
1777923762,38,83.8536570504936
1777923763,38,80.39228630848922
1777923764,38,85.30291462384488
1777923765,38,91.04433497399988
1777923766,39,74.72575954524409
1777923767,39,80.18631810878891
1777923768,38,69.69705753057002
1777923769,39,82.06693189691612
1777923770,40,83.64427408866314
1777923771,40,81.82377048050758
1777923772,41,79.85459893050762
1777923773,41,73.57718467715254
1777923774,40,83.68090157535296
1777923775,40,88.54945517761897
1777923776,40,79.34041694919955
1777923777,41,84.78026968060416
1777923778,40,74.94335058960978
1777923779,41,84.85745878661632
1777923780,41,81.02977966014906
1777923781,40,78.56911922228689
1777923782,40,78.57836361452742
1777923783,39,79.42874788085146
1777923784,39,82.92094992061641
1777923785,39,75.29526559462018
1777923786,39,79.41298100794467
1777923787,38,80.21337699900384
1777923788,38,75.45432348960664
1777923789,39,89.28499340753758
1777923790,39,77.35927033972396
1777923791,38,77.3875338886493
1777923792,38,75.99761422579877
1777923793,37,87.69316039212153
1777923794,36,81.28807352869767
1777923795,36,74.5853359719036
1777923796,36,83.77804201486985
1777923797,36,79.70314412429995
1777923798,37,80.75764039500176
1777923799,37,78.04985256061396
1777923800,37,76.22762805869361
1777923801,37,81.1199474457457
1777923802,38,77.94710746501985
1777923803,38,88.57540033308797
1777923804,38,74.68819002640603
1777923805,38,87.31270547784726
1777923806,38,79.8990651804099
1777923807,38,81.74588580309498
1777923808,37,83.34920994983246
1777923809,37,76.76387817248003
1777923810,37,83.48911773114386
1777923811,36,66.6160526507847
1777923812,36,75.56004710050127
1777923813,36,74.6417173669652
1777923814,36,73.15922294432707
1777923815,36,77.83270322864472
1777923816,35,79.73587485681763
1777923817,35,81.16196999324687
1777923818,36,79.88394540740182
1777923819,35,75.00437940797904
1777923820,34,78.86057397021325
1777923821,34,77.75928562682883
1777923822,33,80.61225275571208
1777923823,33,79.89621516319183
1777923824,32,75.73714386264282
1777923825,33,72.36236147227434
1777923826,33,73.46172429875564
1777923827,34,74.72594788162885
1777923828,34,75.78130149737686
1777923829,33,77.6062269241539
1777923830,33,79.61828475557627
1777923831,33,76.16996588143081
1777923832,32,75.67256154555211
1777923833,33,77.04487837250002
1777923834,32,73.27842609090446
1777923835,32,71.4357348406067
1777923836,32,67.7005294621018
1777923837,32,72.47182788865408
1777923838,32,77.72915453970504
1777923839,32,72.43689852882194
1777923840,32,74.52986833158326
1777923841,32,77.69894079335542
1777923842,32,77.94310273390201
1777923843,32,70.74210216525282
1777923844,32,80.08676710404139
1777923845,31,79.87307540209969
1777923846,31,69.71567564251647
1777923847,31,71.0927340866148
1777923848,31,80.15990807415785
1777923849,31,74.13915915435115
1777923850,31,64.81099923646667
1777923851,30,67.70143322870291
1777923852,29,72.07783668672384
1777923853,29,67.96630807371929
1777923854,28,70.53959303213603
1777923855,29,73.3457829615761
1777923856,28,78.98014571815628
1777923857,28,71.09295737697495
1777923858,28,77.22643809807742
1777923859,28,78.82942072916548
1777923860,28,78.85439351208434
1777923861,28,73.68139567023506
1777923862,27,62.765198834724615
1777923863,28,74.4737118943174
1777923864,28,77.11779949516094
1777923865,28,72.03519802554062
1777923866,27,79.45062741533862
1777923867,27,75.46925102660356
1777923868,27,74.15723019718752
1777923869,26,75.68871320042626
1777923870,25,71.50016433067395
1777923871,25,58.78235275272091
1777923872,25,67.75387471838336
1777923873,25,75.38725612261534
1777923874,25,66.36583896955767
1777923875,25,68.99437372643378
1777923876,24,64.49823658743618
1777923877,24,77.22765167840797
1777923878,24,76.76671605838108
1777923879,23,64.42258997186673
1777923880,23,69.06284100175088
1777923881,22,64.53777678506178
1777923882,22,70.36725087564119
1777923883,22,69.89357384759047
1777923884,22,71.25267507225969
1777923885,23,69.89363301468549
1777923886,23,81.60932792874812
1777923887,24,64.57434305745167
1777923888,22,59.90228490503568
1777923889,22,65.83109409684342
1777923890,21,59.74405280497879
1777923891,21,60.08391978497303
1777923892,21,62.29408405610914
1777923893,21,62.65014992555767
1777923894,20,61.704218541224726
1777923895,20,68.33198527700435
1777923896,19,62.92214922511599
1777923897,18,63.592184413073845
1777923898,18,68.4240474852542
1777923899,17,60.15154863848358
1777923900,16,61.60954345582875
1777923901,17,65.24591993741812
1777923902,16,54.062944897209
1777923903,17,52.86792520972238
1777923904,17,65.15752797958976
1777923905,17,65.81406426255104
1777923906,16,72.08899060683585
1777923907,17,64.31142694140064
1777923908,16,66.48882872766143
1777923909,16,61.92037310386311
1777923910,17,64.93752249713289
1777923911,17,71.1026557878729
1777923912,17,54.04203231843464
1777923913,17,65.46127315907256
1777923914,16,72.41014028534815
1777923915,17,64.86915398644204
1777923916,17,71.02757833454781
1777923917,17,60.76854532711751
1777923918,18,64.2557862762633
1777923919,17,63.75086116074865
1777923920,17,53.620840142885534
1777923921,18,59.1431997746741
1777923922,18,59.464062142772065
1777923923,17,67.29929735114638
1777923924,16,66.72468897557825
1777923925,16,64.25816399217939
1777923926,16,66.50846303585067
1777923927,16,62.06132764275201
1777923928,16,68.20869251292794
1777923929,15,62.03954799184432
1777923930,15,62.260388213420406
1777923931,15,60.80483315031915
1777923932,15,65.08002714936393
1777923933,15,60.10460532524189
1777923934,16,67.1939411973913
1777923935,16,57.70532886677797
1777923936,16,57.85487685372313
1777923937,15,65.09342039806927
1777923938,15,61.60155103437644
1777923939,15,59.95748862731092
1777923940,15,66.00525979613957
1777923941,14,58.46732363661262
1777923942,13,59.49909435564833
1777923943,13,66.69652577532021
1777923944,13,67.32614055614792
1777923945,13,67.47579194621648
1777923946,13,59.1304340037974
1777923947,13,65.93816307243011
1777923948,13,56.129712275040944
1777923949,13,56.318937063750724
1777923950,13,49.822948663190374
1777923951,13,67.92790690854338
1777923952,12,55.71209067915765
1777923953,12,59.03060339113823
1777923954,12,55.50354046132272
1777923955,12,62.72824361748563
1777923956,12,57.909648526771974
1777923957,11,52.92832399305173
1777923958,11,60.78748153883727
1777923959,11,52.348214888353965
1777923960,11,55.031674236080285
1777923961,11,49.318998984182635
1777923962,12,53.19218849511077
1777923963,11,59.60338126374215
1777923964,11,49.95958782853684
1777923965,11,52.13484423920228
1777923966,11,58.78933987740236
1777923967,12,57.153768967581264
1777923968,11,67.76416486181688
1777923969,12,67.8525344571097
1777923970,13,56.49434891761981
1777923971,12,62.10711928281567
1777923972,12,62.971771505957534
1777923973,13,57.71134513889018
1777923974,13,53.67006308575808
1777923975,13,60.34465697811374
1777923976,13,59.6221944633365
1777923977,13,58.439059763632216
1777923978,12,61.59042590674019
1777923979,11,55.4217167684748
1777923980,11,53.616011035893855
1777923981,10,58.49087336657424
1777923982,10,59.736865416559944
1777923983,10,52.70509775244976
1777923984,11,62.97640774945986
1777923985,10,50.03283488000765
1777923986,11,56.1984894357796
1777923987,10,56.83896158711076
1777923988,10,55.13699329306632
1777923989,10,55.45722786901963
1777923990,10,66.4198351703865
1777923991,10,54.17102159932496
1777923992,10,68.98549775112362
1777923993,10,59.96707050878973
1777923994,10,58.414248117903966
1777923995,11,60.943081590244496
1777923996,11,70.18467487163379
1777923997,11,54.32883148230848
1777923998,10,52.95811936478625
1777923999,10,54.60310211542635
1777924000,10,58.14464416134052
1777924001,10,50.23402993834342
1777924002,11,58.900526576933736
1777924003,10,65.62096210036152
1777924004,10,58.6813332578115
1777924005,10,56.68291543461125
1777924006,10,55.21827798092367
1777924007,10,62.04330267048204
1777924008,10,54.283752520428784
1777924009,10,66.30878164269662
1777924010,10,66.70011886471461
1777924011,11,59.95537859397804
1777924012,11,58.7481821036551
1777924013,10,62.63796913708702
1777924014,11,63.72659326002296
1777924015,11,55.17303721023263
1777924016,11,56.430501900884835
1777924017,12,53.64943654392517
1777924018,12,61.440792222503255
1777924019,12,62.59982547555601
1777924020,11,52.72533462962427
1777924021,10,55.951604928327285
1777924022,10,51.93735737088393
1777924023,11,54.75540085390273
1777924024,11,61.27957677101834
1777924025,11,55.49933069994774
1777924026,11,57.446283197854655
1777924027,12,52.27709722423708
1777924028,13,61.24145594376099
1777924029,13,60.20077006069908
1777924030,13,57.119683374850766
1777924031,13,59.54943566042886
1777924032,14,62.0113269622655
1777924033,14,57.533093329907956
1777924034,15,55.35681855199199
1777924035,15,70.12508494709067
1777924036,15,59.15027282880377
1777924037,16,62.364579535659
1777924038,16,67.3487788075914
1777924039,16,78.68074834406718
1777924040,17,57.999810975500104
1777924041,17,65.62422246176929
1777924042,18,61.21601471617653
1777924043,19,62.775443629404805
1777924044,19,61.959045905469445
1777924045,19,60.13455264489737
1777924046,19,65.01418887196903
1777924047,19,58.56473790828294
1777924048,19,69.46063404930342
1777924049,19,65.44751321215018
1777924050,19,67.10095737805648
1777924051,20,63.902151246242
1777924052,20,64.34758229604714
1777924053,20,67.29403757325298
1777924054,19,59.96177215417379
1777924055,20,64.38904304513999
1777924056,20,62.131739187546955
1777924057,21,62.792440352340435
1777924058,21,57.30572791718461
1777924059,22,73.62696965266
1777924060,22,64.51057561080803
1777924061,23,73.63519224823598
1777924062,23,73.20956544627433
1777924063,23,62.613001320675785
1777924064,23,63.5021494394722
1777924065,24,80.72226331710058
1777924066,23,76.27916673867215
1777924067,24,69.05816669002354
1777924068,24,70.35817897887807
1777924069,24,66.36119118673766
1777924070,24,71.14558721390154
1777924071,24,65.97268144674888
1777924072,24,60.05440806065727
1777924073,24,63.252998960700275
1777924074,24,69.29491736532765
1777924075,24,64.11019744023835
1777924076,25,69.6972514078891
1777924077,25,65.16402532255212
1777924078,25,66.47940734874103
